Season,Week,SKU,ValueB1,ValueB2,ValueB3,ValueB4,ValueB5,ValueB6,ValueB7,ReturnB1,ReturnB2,ReturnB3,ReturnB4,ReturnB5,ReturnB6,ReturnB7
7,11,B,254.6075785,136.3551885,0,169.8446563,292.1570712,450.8938456,0,0,0,0,0,0,0,0
7,12,B,18.22538595,383.2593354,0,194.5658718,126.8430357,412.5050705,45.10291246,0,0,0,0,0,0,0
7,1,C,545.0195863,680.2734656,0,150.3017786,54.38166853,101.8222351,797.6697125,0,0,0,0,0,0,0
7,2,C,223.7353389,268.7423155,566.5356402,0,435.0964528,384.0659242,975.2420905,0,0,0,0,0,0,0
7,3,C,696.5310548,282.4829749,456.9513165,536.9597961,0,362.775266,701.2950747,0,193.4261447,0,0,0,0,35.86486984
7,4,C,223.2232162,0,134.4194887,146.8869525,28.17056408,9.647153111,210.4145056,0,0,0,0,0,0,0
7,5,C,137.802294,115.467857,0,781.3197938,193.6460579,417.1705196,433.5388314,0,0,0,0,0,0,0
7,6,C,756.4247563,615.9863713,0,150.5965139,0,871.5841317,671.3435525,0,0,0,0,0,0,0
7,7,C,674.5398816,126.5672031,0,406.2841491,52.44070203,400.0408142,304.7461582,0,0,0,0,0,0,0
7,8,C,782.6372394,280.0810071,635.8607033,0,640.6179398,748.8266537,477.117775,0,15.21342521,0,0,0,0,0
7,9,C,0,715.5762813,726.4854716,0,622.2217834,11.83617525,0,0,0,154.0405444,0,0,0,0
7,10,C,47.7433417,0,625.523275,211.5103428,8.655465174,0,642.8033433,0,0,0,131.0633806,0,0,0
7,11,C,452.7817042,231.5741619,0,108.1313026,100.5998875,83.89866784,375.0890927,0,0,0,0,0,0,0
7,12,C,224.3536449,507.0357693,30.81780274,129.8895935,285.0697201,0,8.510906018,0,0,0,0,0,0,0
8,1,A,737.1036351,328.6262923,871.6985203,324.9298645,4.671387826,721.4219454,0,0,0,0,0,0,0,0
8,2,A,766.4936891,784.5954442,27.0820955,723.0839086,9.730719037,351.1598397,624.0328849,0,84.53290585,0,499.4653243,406.3183013,0,0
8,3,A,981.8034782,0,0,917.50622,728.3207606,0,0,0,0,0,0,0,0,0
8,4,A,691.0912304,0,605.2473518,925.1177224,15.87546234,435.2759245,0,0,0,96.07889868,0,452.8213472,0,0
8,5,A,0,432.0517424,20.47701326,6.814259492,826.047994,0,0,0,0,193.4515049,0,183.911372,0,0
8,6,A,320.3795966,24.52920627,700.0129028,339.2311044,828.1354502,835.9111677,0,0,462.7844748,0,0,0,0,0
8,7,A,405.9709942,45.71793844,515.7093355,0,0,838.3036671,846.6967686,0,0,0,0,0,0,407.4449723
8,8,A,0,0,529.6204286,317.5720813,0,747.0532727,597.7889717,0,0,0,0,0,0,0
8,9,A,0,79.28167384,169.1527802,318.7192544,302.974582,264.7320915,381.0476037,0,0,0,0,6.737636655,0,0
8,10,A,603.6942309,0,0,201.7038185,273.7044974,389.5942551,549.7755496,0,0,0,0,0,0,0
8,11,A,89.56481161,465.656158,319.066218,64.99247751,488.0877312,72.16491086,0,0,0,0,0,480.2740658,0,0
8,12,A,198.5655779,111.8542745,0,0,224.6332348,378.0852302,0,0,0,0,0,0,0,0
8,1,B,168.4910546,996.080011,914.9122563,413.7349861,32.04830647,0,758.4802683,0,0,0,0,0,0,0
8,2,B,691.562906,98.7025303,646.0147828,616.698775,419.9213542,576.7806475,91.1476409,0,0,0,0,0,0,0
8,3,B,281.8205893,622.8680677,0,516.1326348,921.9937076,0,593.6580648,0,0,0,0,0,0,320.0961881
8,4,B,70.23363075,857.9679392,826.1307309,123.8356077,9.852695537,51.37806678,423.5130486,0,0,0,0,0,0,0
8,5,B,178.075285,595.7845881,0,694.6359169,511.4103037,535.5431785,376.4427309,0,0,0,0,0,0,0
8,6,B,465.4291083,684.7461481,590.6719378,854.7976968,0,149.8476433,223.7050268,0,0,142.9978945,0,0,0,0
8,7,B,601.1803136,723.4690287,480.418089,0,416.7865641,700.9083036,0,0,0,0,0,0,0,0
8,8,B,196.197628,16.2346094,747.172711,365.1865058,300.841117,391.5957928,54.31500671,0,0,0,0,0,0,0
8,9,B,0,724.3591665,0,88.92284166,736.6306926,595.6216168,90.64272678,0,0,0,0,0,0,0
8,10,B,323.15844,477.3525123,344.0389203,0,0,200.4897431,222.9541093,0,0,0,0,0,0,0
8,11,B,0,366.1946533,463.3701788,559.6913219,190.5607866,596.5014049,0,0,0,0,0,0,92.76128541,0
8,12,B,505.4276327,168.1613833,253.0997623,0,105.2612768,337.9690727,433.9243298,0,0,0,0,0,0,0
8,1,C,935.7006434,396.405907,410.3097256,0,682.4393595,0,199.4662707,0,0,0,0,0,0,0
8,2,C,727.7520336,288.8159376,88.05813175,280.8946779,0,646.7072954,0,0,0,0,417.6181236,0,0,0
8,3,C,0,0,105.874475,818.6953223,331.6187783,255.1589579,865.3697205,0,0,0,0,0,427.9109531,0
8,4,C,485.8428729,500.0071047,767.3828978,566.9850993,0,53.95739932,576.3799832,0,0,0,0,0,0,402.2399811
8,5,C,852.5783345,323.4619217,563.5517263,518.237082,676.176772,628.1752597,745.326011,0,0,0,0,0,0,0
8,6,C,403.4807138,63.02244034,573.1916963,850.3163684,0,732.9339177,348.3313403,0,0,0,0,0,0,0
8,7,C,115.0742579,742.071968,0,288.1161735,0,40.25381416,646.5608624,0,0,0,0,0,0,0
8,8,C,10.00042203,29.28443577,0,0,89.19559724,41.96420462,148.4269541,0,0,0,0,0,0,0
8,9,C,28.8493148,0,611.5782252,105.7343561,723.3376224,178.2289166,741.6689255,0,0,0,280.542733,0,0,0
8,10,C,320.7759744,371.7868764,0,493.7730009,470.1992903,0,662.1813649,0,0,0,0,0,0,17.87609576
8,11,C,0,508.9912135,94.44093248,90.01186172,552.5606972,277.4772192,567.6284102,0,0,0,0,0,0,0
8,12,C,363.2208593,153.6559732,0,129.031401,318.4130675,117.2042628,142.4962247,0,0,0,0,0,0,0
9,1,A,598.6666217,604.2649101,258.637895,0,0,282.8830444,644.4865325,0,0,0,0,0,0,0
9,2,A,863.0289826,959.8134994,53.76771932,185.9277821,876.6838217,805.8358123,60.95622221,0,0,83.61103698,0,0,0,0
9,3,A,919.6939247,39.64024267,468.9148488,0,0,0,154.4800896,0,300.4984122,0,0,0,0,0
9,4,A,0,0,0,0,244.6539945,0,184.7171668,0,0,0,0,0,0,0
9,5,A,661.7257553,622.1790548,127.6377776,245.2475934,333.6183057,0,546.5550978,0,0,0,49.31701355,474.0881951,0,0
9,6,A,876.0999569,572.3563129,0,352.65104,0,224.074884,703.330634,0,0,0,0,0,0,0
9,7,A,774.5188034,682.2022087,452.20475,136.1513026,412.0583017,658.8076784,50.16776459,0,183.8591005,0,0,0,496.0948861,0
9,8,A,630.1321497,377.5583392,648.7273543,508.9930378,104.5655831,51.41655359,0,0,194.5839623,0,0,0,0,0
9,9,A,706.7898112,158.3973967,272.2926627,0,256.1596187,648.6601731,678.3028198,0,0,406.714322,0,0,0,45.19208099
9,10,A,440.4683324,398.362416,192.6292367,83.65773013,58.27046389,397.6858462,0,0,0,151.9975831,199.308284,0,0,0
9,11,A,210.1835601,532.7705889,174.7009483,8.52073562,0,0,224.63005,0,0,0,0,0,0,0
9,12,A,382.3561752,95.43777391,472.7140339,440.4356304,514.9639065,18.67580308,0,0,0,0,0,0,0,0
9,1,B,829.5240708,0,0,578.3564045,137.5092635,0,575.8144615,246.5791761,0,0,0,0,0,0
9,2,B,542.1405583,510.4347512,0,431.8996751,147.1360883,146.3048493,757.9842574,0,0,0,0,0,0,0
9,3,B,105.881273,953.652527,712.4799844,283.9033152,464.264361,0,470.1979053,0,0,0,0,0,0,0
9,4,B,0,923.8084451,0,0,301.989539,379.2517349,0,0,0,0,0,0,0,0
9,5,B,275.0090415,727.6331612,449.8363974,307.8380255,547.1290585,88.04708739,921.5210473,468.2468842,0,329.6338087,0,0,191.6901877,0
9,6,B,754.7077929,369.0135727,14.71748923,0,175.6739496,635.09122,114.7996839,0,0,0,0,0,0,0
9,7,B,226.637143,642.6721498,615.8813172,0,237.7262479,0,659.8738584,0,0,0,0,0,0,0
9,8,B,724.4689658,0,62.18126335,108.0313993,658.4112302,41.65155255,357.4780226,0,0,0,0,0,0,0
9,9,B,487.5619739,0,0,677.2917259,110.8366581,415.0018644,0,0,0,0,0,0,0,0
9,10,B,535.6289204,641.388113,332.2163806,0,85.21470671,322.6498849,124.6992571,0,0,0,0,0,0,0
9,11,B,180.6448192,240.128847,188.2260447,68.28100476,356.8646071,0,422.0841536,0,0,0,0,0,0,353.8763186
9,12,B,372.7925499,320.7803268,223.9359415,228.3063967,465.2335629,449.7303342,0,0,0,0,0,0,0,0
9,1,C,0,423.0406373,17.85748243,847.7670908,757.2283719,335.5062517,892.3588533,0,0,0,0,0,0,0
9,2,C,346.9778371,857.642653,0,98.46340938,791.0904644,143.7528846,438.8878154,0,0,0,0,0,0,0
9,3,C,234.3165029,206.7033233,742.5982225,0,181.5289591,638.6710124,740.8954444,0,0,423.7629328,0,0,0,0
9,4,C,699.3837703,491.606858,149.3693106,0,395.3819567,739.3260345,928.2671532,0,0,0,0,0,0,0
9,5,C,0,64.10969767,72.62559756,251.5359601,379.0623197,417.1482432,682.9520469,0,0,0,0,0,0,0
9,6,C,511.3148281,86.52400622,797.807253,675.7673031,295.4730419,0,0,0,355.8777762,0,0,0,0,0
9,7,C,854.0800843,0,699.5508739,366.4692656,0,84.33118263,389.7195322,0,0,0,446.754626,0,0,36.2279989
9,8,C,0,97.07663438,157.4002819,447.4160095,186.5337942,163.8427558,334.9380291,0,0,0,0,0,0,0
9,9,C,0,319.5425987,0,0,536.3916607,598.6860556,36.50459243,0,0,0,0,0,0,381.4945721
9,10,C,302.3832267,43.82185264,363.7764018,603.0944271,271.0056347,5.311661766,581.8242677,0,0,0,0,0,0,0
9,11,C,573.9094999,113.7191496,473.7318184,15.77931622,219.6388145,0,10.66364851,0,0,0,0,0,0,0
9,12,C,234.3750191,446.9791161,72.59675161,72.61850836,192.6798226,279.8970482,232.0497972,0,0,0,0,0,0,0
10,1,A,518.1595061,17.03719464,515.0212231,707.8288951,277.044691,0,474.1749522,0,0,0,0,0,0,0
10,2,A,642.2554574,0,463.135177,238.1103529,716.3247213,602.0737907,499.965404,0,0,0,224.7251863,0,0,0
10,3,A,731.3960524,601.0529714,277.8536061,860.3654901,526.9926877,891.6637293,83.72230533,0,0,0,0,0,0,390.4392809
10,4,A,21.54405482,366.981436,357.1235003,243.1283651,425.5711091,47.0353867,0,0,423.0156677,0,263.759572,0,0,0
10,5,A,773.2195518,766.0976866,690.8923567,107.0860648,373.2270443,115.9271912,868.6222972,0,333.5503933,0,0,0,0,0
10,6,A,0,0,0,788.7337467,151.7311968,0,568.4327341,0,0,0,0,0,0,0
10,7,A,579.7487672,630.0730434,0,0,822.5946183,421.0658333,513.2280239,0,0,0,0,0,0,0
10,8,A,0,0,66.48068918,374.7991426,578.0812447,11.23396668,0,0,0,0,0,0,0,0
10,9,A,620.9922847,0,375.2187497,0,17.62449141,0,184.2610919,0,0,0,0,0,0,0
10,10,A,0,0,164.9714374,144.5491245,340.4203686,205.3592194,87.6619532,0,0,0,0,0,353.331738,0
10,11,A,338.4039863,458.9457137,0,192.1787018,192.4868084,0,258.4524346,0,0,0,0,0,0,0
10,12,A,318.0583862,201.1339278,171.9381217,294.0229372,326.1462818,169.3910489,141.0062727,0,0,0,0,0,0,0
10,1,B,988.712118,289.4969594,0,718.7581847,0,7.306494781,0,0,0,0,0,0,0,0
10,2,B,729.419296,292.1537674,705.4007891,726.1786348,0,885.6696297,716.0238978,200.2893131,0,17.36771107,0,0,0,0
10,3,B,212.8630578,869.3501387,424.2061098,290.3658754,0,917.9359563,333.9787509,0,0,0,0,0,0,0
10,4,B,314.2764168,159.9394783,239.0505825,139.779192,394.6114493,770.4256611,0,0,0,0,0,0,0,0
10,5,B,722.8321523,825.3230594,0,428.6258797,0,0,452.6118427,0,0,0,0,0,0,188.4584297
10,6,B,0,774.8642039,0,282.1049071,0,0,0,0,0,0,0,0,0,0
10,7,B,474.4396976,57.64501473,555.9262106,465.9773462,598.3688742,824.8756122,126.5536731,0,0,0,0,0,0,0
10,8,B,313.2710186,791.6446467,22.90361027,692.4394701,285.9676827,354.0992945,605.7031642,0,0,0,0,0,0,125.2808259
10,9,B,0,0,363.5287508,58.34033302,377.8591583,572.352724,0,0,0,0,0,0,344.9854762,0
10,10,B,110.6711775,0,447.8678417,194.2513212,628.3527117,525.6027362,639.500019,0,0,0,0,0,0,0
10,11,B,69.36740923,445.9801955,36.90895293,129.8234069,347.3232704,395.3835814,374.1404321,0,0,0,0,0,0,165.4342492
10,12,B,32.51882746,398.3638114,0,332.1867821,407.1604661,419.4376402,239.5477765,0,0,0,0,0,0,0
10,1,C,742.4208399,0,9.37901897,593.3642835,830.411641,0,941.9623162,0,0,0,0,0,0,0
10,2,C,337.226182,179.4495964,699.1087207,576.3047813,180.6618274,102.9969617,829.8297693,0,0,0,0,0,0,288.4220612
10,3,C,536.705794,200.1882531,766.7622923,0,185.610053,263.0852972,683.8100534,0,0,0,0,0,0,0
10,4,C,148.9604811,567.5879315,0,452.283632,462.7642951,307.6261702,819.13275,0,483.4190929,0,0,0,0,11.74784679
10,5,C,758.8233384,894.6963088,642.7348652,423.8506106,382.7285205,524.8265105,750.5617258,0,0,0,0,428.7658094,0,0
10,6,C,85.00827261,328.1018457,622.3686936,564.4816999,639.9149041,0,341.4131801,0,300.8160753,0,0,0,0,0
10,7,C,312.6626304,806.6698412,676.7540239,141.9576884,552.8404509,468.4609502,569.9968184,0,471.6035715,0,0,0,0,0
10,8,C,37.64864239,104.952614,338.7969957,634.3330948,115.4450672,0,77.0673265,0,0,0,0,0,0,0
10,9,C,183.6547784,339.9502204,690.3846228,358.4769595,0,39.92122742,25.21258713,0,0,0,254.451127,0,0,0
10,10,C,0,650.8552471,286.8762382,505.3620357,28.47750534,137.4276362,411.3333853,0,0,0,0,0,0,0
10,11,C,351.1841869,0,0,98.46150482,220.6685369,220.0335182,27.33266472,0,0,0,0,0,0,0
10,12,C,265.2502006,0,498.613804,0,0,64.17870017,119.4820946,0,0,0,0,0,0,0
11,1,A,448.5580806,0,687.4121288,939.0299537,661.2201134,0,338.7882053,0,0,0,0,0,0,0
11,2,A,102.895613,0,653.690159,0,0,72.73656923,35.25154527,0,0,1.886856176,0,0,0,0
11,3,A,681.3059461,182.2185026,710.2071995,871.1777032,12.39466557,82.11366606,789.5936367,0,0,0,0,0,0,0
11,4,A,462.5305498,526.124523,442.9189562,797.1768238,0,885.8949303,518.6952101,425.4686194,0,0,0,0,0,0
11,5,A,0,14.97851633,0,0,826.4450571,791.2994991,497.9906503,0,0,0,0,0,0,0
11,6,A,267.0243912,730.8432346,278.8120732,0,365.2559912,62.88395373,204.6768528,0,0,0,0,0,0,0
11,7,A,0,604.5038756,645.3533589,502.6107552,457.6541235,396.6659764,152.5187206,0,0,0,0,0,235.7777647,336.7378945
11,8,A,0,44.94910755,615.8197708,616.023062,0,486.1792823,0,0,0,0,0,0,0,0
11,9,A,223.1514742,732.7758561,455.4013457,369.9739991,0,0,458.7520072,0,0,0,0,0,0,0
11,10,A,295.7443467,492.3941195,444.9913737,403.629038,293.3485434,4.330309922,334.7468032,0,0,0,0,0,0,0
11,11,A,339.8537312,32.62604338,295.5729353,76.02630399,517.9609014,0,0,0,0,0,0,0,0,0
11,12,A,56.86012516,0,0,0,143.6973848,419.6914047,313.7096408,0,0,0,0,0,0,0
11,1,B,0,385.6448406,0,643.2407456,472.5109171,321.4380031,225.1887495,0,0,0,469.302252,0,0,0
11,2,B,278.3108522,727.9129504,859.524822,47.55825994,34.20341717,0,351.8740646,285.1761768,0,0,0,0,0,0
11,3,B,491.2364928,337.114493,862.5878641,896.9365452,424.8990033,336.2975384,733.9380362,0,102.6036547,0,0,0,216.0518672,0
11,4,B,8.544332954,816.3757563,681.9709068,285.3922818,236.6573689,488.5333297,710.2859829,0,0,0,0,0,0,0
11,5,B,547.9355435,276.9767174,347.6629223,317.4811645,498.7881798,0,369.3297461,0,0,0,0,0,0,217.054033
11,6,B,512.2328597,32.40647566,0,237.1908856,0,512.4977,870.5536855,0,0,0,0,0,0,399.7843722
11,7,B,0,0,0,111.8540755,45.33081898,424.0193399,237.963959,0,0,0,0,0,364.0425969,0
11,8,B,449.4998524,258.1756823,629.2783408,713.5286592,541.6673996,577.0551794,379.7264451,0,0,0,0,0,0,0
11,9,B,565.466986,487.7764688,68.99996397,352.5152731,582.4785906,178.2229601,667.1992412,0,0,0,0,0,27.3166175,0
11,10,B,250.6988504,535.8109896,444.9938126,47.62435562,114.1443815,97.26197117,133.384161,0,0,0,0,0,0,0
11,11,B,0,144.2014323,0,577.5270098,218.5205451,0,0,0,0,0,0,0,0,0
11,12,B,101.8780669,0,302.2917266,454.3953805,7.938100065,418.2267881,187.0734444,0,0,0,0,0,0,0
11,1,C,74.11926903,434.6238448,0,498.3048836,642.6912577,964.1551478,329.391523,0,465.8709164,0,0,0,0,0
11,2,C,40.87116859,407.0338067,447.1183232,584.1329004,186.9924563,857.3609149,974.9812207,0,0,0,0,0,0,0
11,3,C,17.1878474,737.1799271,103.0894684,664.4254141,875.591068,693.1482616,189.0774651,0,0,0,0,134.487902,0,0
11,4,C,418.7996567,245.1868548,369.9058545,4.183151953,682.9991619,827.4544984,101.9958587,0,0,0,0,0,0,0
11,5,C,752.6295272,750.0780814,496.011915,927.8207675,15.91952555,233.7861725,723.5508437,0,0,0,0,0,0,0
11,6,C,293.3471445,299.3228073,0,570.0662002,425.7429078,208.3227038,420.9762966,0,0,0,0,0,200.1402407,0
11,7,C,0,0,170.4379177,0,0,490.5248682,0,0,0,0,0,0,0,0
11,8,C,360.9271775,354.9804199,461.0367355,0,0,0,298.9767203,0,0,0,0,0,0,0
11,9,C,489.0841117,269.7270251,629.8065462,679.3798758,586.5319664,245.3815707,271.5828514,0,0,0,0,0,0,0
11,10,C,121.0454714,615.6510858,240.2047088,363.1359886,443.0266082,485.5951761,397.1783031,0,0,0,0,208.8175797,0,0
11,11,C,4.335595524,258.7861352,210.9512817,451.2852314,560.7130155,337.2841677,170.9076431,0,0,0,0,0,0,0
11,12,C,304.6719465,32.20937336,478.5298192,194.8572966,180.3235714,232.3446963,81.95447564,0,0,0,0,0,0,0
12,1,A,729.1236907,241.4331207,650.720706,127.3372029,893.2187674,494.3711761,0,0,0,0,0,0,0,0
12,2,A,776.9509579,856.8795843,898.8987779,811.1337679,598.6789579,337.9454134,206.9735857,0,0,0,0,299.8480919,0,221.4253691
12,3,A,340.994547,429.303202,595.1888124,0,788.5697677,280.7855817,304.49472,0,339.5148261,0,0,0,0,0
12,4,A,741.1374887,0,589.0242512,454.8663861,0,0,621.2870227,0,0,0,349.0494355,0,0,172.8119227
12,5,A,876.5850378,273.3527846,757.527118,463.2357565,573.7216999,685.2647818,518.8593935,0,0,0,0,0,0,0
12,6,A,861.4528278,299.6499543,645.6752603,556.8409812,0,0,360.1295711,0,0,0,473.1854165,0,0,0
12,7,A,535.9011123,127.5106243,625.3075448,853.1523747,823.1144229,337.3693621,419.0035889,0,0,476.0424453,0,0,0,160.9090965
12,8,A,226.9540307,663.0658305,340.1890834,561.4709788,696.4075975,309.545582,207.3998682,426.6618165,0,0,0,0,0,0
12,9,A,225.3722292,626.6278864,298.026331,727.3868813,205.548621,532.3526157,575.2059493,0,0,0,0,0,0,0
12,10,A,0.242748015,0,92.89646946,511.2370145,0,503.4963274,418.8950366,0,0,0,108.4693552,0,0,0
12,11,A,498.55092,511.7541231,434.8648475,594.2716792,347.1393873,457.623226,438.4734307,0,0,0,0,0,0,0
12,12,A,338.524778,217.0256775,478.9509609,321.86943,393.6745219,135.1600601,70.98727727,0,0,0,0,0,0,0
12,1,B,638.7983997,730.3404627,516.0534241,649.0907782,932.5477106,196.4084779,0,0,0,0,0,0,0,0
12,2,B,786.8999364,733.7793566,0,397.6842338,429.9132898,584.0595146,300.5536665,0,0,0,0,0,0,0
12,3,B,759.7933702,575.4282106,170.2965015,242.7430908,303.9479378,352.2136055,450.9462765,0,0,493.0128344,293.4061953,0,275.5354765,0
12,4,B,0,403.5204771,444.0505583,697.7875162,815.7126689,35.65752055,145.2960101,0,170.7345352,0,0,0,0,0
12,5,B,0,869.0823714,810.8004959,837.3214884,0,868.9095785,0,0,0,0,0,0,437.184966,0
12,6,B,0,420.5240922,0,264.0015624,0,162.941299,592.7584626,0,0,0,0,0,0,221.2192758
12,7,B,811.3149863,847.7131358,0,392.7713978,850.2927634,3.639991633,352.3911422,0,0,0,0,0,0,0
12,8,B,515.316788,396.4618548,209.3602497,669.4443819,650.0112071,777.0871461,434.3132198,0,0,0,0,0,0,0
12,9,B,428.6077525,543.0392827,325.2966682,560.225229,0,663.4496718,705.6464313,0,0,0,0,0,0,0
12,10,B,0,258.519414,662.6852165,371.5424986,413.9799106,0,376.7900177,0,0,0,0,206.825701,0,0
12,11,B,214.179291,328.0528763,572.3711832,551.8088822,415.5146546,0,326.9388866,0,428.678291,0,0,0,0,0
12,12,B,387.0246594,0,251.6519959,300.0757944,467.6068979,378.2082311,324.1331995,0,0,0,0,0,0,0
12,1,C,931.0627853,36.25721594,0,190.1437541,846.0425747,311.7753366,43.03178141,0,0,0,0,0,0,0
12,2,C,182.2029867,418.9049082,467.6999201,375.040435,578.0287993,0,879.153121,0,0,306.4885276,0,0,0,47.88554731
12,3,C,878.1001202,277.3658652,163.8185245,503.7950456,667.6254467,0,701.9847365,0,0,0,0,0,0,0
12,4,C,779.6131466,844.9449392,876.8842404,859.5640148,0,694.1113772,337.5749173,0,0,0,0,0,0,0
12,5,C,0,289.1518652,560.3047271,0,670.4664481,777.4032593,535.9229166,0,0,0,0,0,0,0
12,6,C,642.2782544,316.6690161,0,269.7363794,215.851121,756.5990142,439.1024795,0,0,0,0,0,0,0
12,7,C,503.8253263,472.5833641,68.34807206,666.9032814,326.6509885,0,432.3110335,0,112.3552051,0,0,0,0,0
12,8,C,92.00171091,719.8778086,323.4820666,0,266.7356155,136.7579884,371.644798,356.8905673,0,0,0,0,0,0
12,9,C,351.3192901,28.15170685,37.33429807,0,200.0454028,682.4337583,72.17076598,0,28.32767634,0,0,0,0,0
12,10,C,290.4539799,543.5418671,235.6581381,601.0676916,422.2898097,246.7123452,435.6656563,190.7174413,0,0,0,0,0,180.8719705
12,11,C,401.4974007,393.7324125,242.4943493,15.03298967,500.5917101,169.3973763,447.0338462,0,0,0,0,0,0,0
12,12,C,334.027699,0,0,14.49528138,393.7091385,83.1318437,137.7435816,0,0,0,0,0,0,0
13,1,A,643.5249813,878.4301529,670.7490385,561.006879,68.52385134,0,182.4454927,0,0,0,0,0,0,28.46504085
13,2,A,679.6752165,778.3949165,0,558.1633856,993.9653041,0,163.1841764,0,270.6087232,0,0,0,0,0
13,3,A,855.1589857,103.0813998,537.3676794,0,391.0559752,876.8108592,648.9147171,0,0,0,0,0,0,0
13,4,A,497.036387,521.694974,859.5303812,902.8649734,199.7874366,458.0012978,0,0,0,0,0,0,0,0
13,5,A,209.9397429,695.9561387,0,370.2952231,826.9921517,188.5459057,638.6443631,313.4317656,0,0,0,0,126.7813685,0
13,6,A,493.4116259,115.7883443,660.9783257,582.265369,792.768997,86.97792458,584.1124365,0,0,0,0,0,0,0
13,7,A,207.5060188,374.1285495,130.0615617,355.8477653,482.8081151,768.8841754,501.6787601,0,0,0,0,0,0,0
13,8,A,70.50900784,138.9464635,0,466.3723332,747.5197674,414.7106625,0,0,0,0,0,0,0,0
13,9,A,734.1280732,0,0,0,229.2800376,48.83645239,31.52932869,0,0,0,0,0,0,0
13,10,A,273.0777324,516.8332591,142.562874,443.0824003,69.04904885,573.054331,0,0,0,0,0,0,0,0
13,11,A,285.5704293,107.1443817,449.5318332,47.58586968,459.2514884,357.5910698,214.9343196,0,173.6639557,0,0,0,0,0
13,12,A,450.2127097,210.4333243,416.3433389,385.2267747,446.9800132,494.6954413,219.9154606,0,0,0,0,0,0,0
13,1,B,167.4599256,66.16810426,183.8298079,516.9176065,658.9398555,396.5568467,39.05612958,0,0,0,0,0,0,0
13,2,B,748.6906312,0,822.8419802,962.0707587,445.7721406,266.2636204,0,0,0,11.53107616,0,0,0,0
13,3,B,241.3502921,892.3481523,114.0379914,48.85311862,0,679.3121941,770.5377527,0,0,0,0,0,0,0
13,4,B,553.7726635,236.1633299,710.1376627,0,659.7190717,508.4103101,948.6111623,0,0,0,0,0,0,0
13,5,B,0,239.4132907,595.1226661,921.7976629,126.2504368,307.2060085,338.074269,0,0,0,0,275.5804113,0,0
13,6,B,5.367329387,0,370.8537449,257.4967147,0,728.9837959,0,0,0,0,0,0,0,0
13,7,B,340.3559652,79.38493708,720.7366891,339.5997476,0,143.6262343,582.5242447,0,0,0,0,0,0,0
13,8,B,359.2952196,316.9597436,753.1295916,0,0,796.1724369,0,0,0,0,0,0,267.0024413,0
13,9,B,533.1673111,316.8884649,0,129.77489,640.7769691,284.268342,27.08776726,0,0,0,0,283.6072225,0,0
13,10,B,74.84000789,101.5046299,554.9872681,0,368.368313,372.402213,233.9495844,0,0,0,0,0,0,0
13,11,B,280.006044,492.180647,252.3682237,266.3325545,458.0323272,509.6504885,490.155392,0,0,0,0,0,0,0
13,12,B,120.3763142,276.5524976,218.0048998,218.8980113,273.0960808,0,429.4914424,0,0,0,0,0,0,0
13,1,C,142.2785433,825.705537,203.7423232,0,152.6787684,567.8576974,0,0,0,501.8240236,0,0,118.8676346,0
13,2,C,694.6034021,766.6571338,852.8486025,267.7152889,0,240.2980335,347.8795625,221.2341559,0,0,0,0,0,0
13,3,C,618.364345,138.2720316,0,0,0,0,748.8826052,0,0,0,0,0,0,0
13,4,C,650.6542551,0,537.5791644,266.1326841,271.0839437,109.7259176,0,0,0,0,0,0,511.8795031,0
13,5,C,592.3508949,549.7448522,546.7887602,0,691.9349179,439.0320266,6.767713651,0,0,0,0,0,0,511.5269573
13,6,C,682.3000356,201.0579727,802.8222094,333.7795002,143.5519114,0,0,0,0,0,0,74.70961902,0,0
13,7,C,115.9517248,686.5517963,565.374706,479.3650177,647.6326772,0,731.793531,0,258.4417028,0,0,0,0,302.0573811
13,8,C,597.9062231,168.1628436,335.8093583,632.1520183,0,615.1724463,511.1108228,0,0,0,0,0,0,138.0447655
13,9,C,517.2492476,0,597.5725141,143.0912129,205.6578069,636.7322927,499.6989534,0,0,0,0,0,0,0
13,10,C,272.5355388,486.8195978,199.6373964,324.5516498,454.8800498,141.9482248,561.2143173,340.2734089,0,0,0,0,0,0
13,11,C,475.888422,177.6833251,229.6478497,98.77841344,363.5647294,79.93076634,386.2311259,0,0,0,0,0,0,0
13,12,C,82.2780092,288.6131455,0,400.7051313,101.6266731,0,244.5439651,0,0,0,0,0,0,0
14,1,A,507.9499942,0,917.0627186,0,295.581097,0,401.456464,0,0,0,0,0,0,0
14,2,A,70.89091796,0,0,634.0043674,520.5478745,815.4594425,934.2024142,267.5382169,0,0,0,0,0,0
14,3,A,745.0168939,575.9567074,129.8813333,0,59.37495527,0,0,0,0,0,0,0,0,0
14,4,A,0,436.3968578,630.3039822,949.5644325,0,0,347.851246,0,57.79764818,0,0,0,0,0
14,5,A,750.3062351,590.7959911,695.4041327,91.96309836,516.6056794,561.8886691,747.8344171,0,0,0,0,0,0,0
14,6,A,234.0404755,0,193.1309268,74.7190819,246.2630853,233.5491335,3.031228684,0,0,0,0,0,0,0
14,7,A,152.6350082,523.2379609,127.6203356,0,133.5106066,804.4150145,721.3103489,0,261.1743216,282.3235785,0,0,0,0
14,8,A,0,220.3777509,325.3055835,0,354.6680107,396.9065771,0,0,0,0,0,461.6795707,0,0
